nivel,p3_1,p4,edad,p32,p34_4,p34_4_1,factor
4,1,2,36,0,1,1,6882
4,2,0,25,0,2,0,13765
7,1,1,34,0,1,2,6882
3,2,0,54,0,1,1,14808
7,2,0,65,3,1,2,7405
3,2,0,60,0,2,0,14808
4,1,3,30,0,1,1,14808
7,1,3,46,0,2,0,9778
7,2,0,35,3,1,1,9778
4,2,0,22,3,2,0,39115
3,2,0,55,3,2,0,9778
0,1,1,71,0,2,0,27873
2,2,0,22,0,1,1,34842
2,1,1,46,0,2,0,13937
4,2,0,34,0,1,2,27873
3,2,0,66,3,2,0,7781
3,2,0,60,3,2,0,38903
2,2,0,58,3,3,0,15561
4,2,0,59,0,1,1,15561
2,1,1,69,0,3,0,21119
4,1,3,26,0,1,1,52798
8,1,3,31,0,1,2,31679
2,2,0,57,5,2,0,37185
4,1,1,27,0,1,1,29748
4,2,0,33,0,1,4,14874
7,1,1,30,0,1,1,29748
2,2,0,70,0,1,2,38321
4,2,0,41,3,2,0,9580
3,2,0,38,3,1,1,9580
3,2,0,24,0,2,0,33763
6,1,1,61,0,2,0,33763
7,1,2,24,0,1,1,33763
7,1,8,21,0,1,2,8441
3,1,4,44,0,1,2,22708
3,2,0,45,3,2,0,15138
3,2,0,35,3,2,0,15138
6,1,2,31,0,1,1,15138
6,1,8,22,0,1,1,23910
3,2,0,46,3,2,0,15940
4,1,1,32,0,1,1,15940
3,2,0,37,3,1,1,15940
7,1,4,35,0,1,2,19750
7,1,2,25,0,1,2,29624
4,2,0,71,3,3,0,9874
7,1,1,45,0,2,0,17918
3,1,5,24,0,2,0,26877
3,2,0,57,3,2,0,35836
3,2,0,34,3,1,1,17918
7,1,1,61,0,1,2,26872
3,2,0,56,3,1,4,17914
3,1,1,51,0,2,0,7335
4,2,0,22,3,2,0,22006
3,1,1,45,0,2,0,7335
4,1,1,21,0,3,0,36678
7,2,0,24,3,1,2,15538
2,2,0,69,5,2,0,15538
0,2,0,48,3,2,0,31077
0,2,0,47,0,2,0,25650
3,1,1,45,0,2,0,17100
4,1,1,21,0,2,0,25650
7,2,0,40,0,2,0,25650
2,2,0,61,5,2,0,31089
7,2,0,65,1,2,0,23317
4,1,1,54,0,2,0,27215
3,2,0,47,3,2,0,18143
7,2,0,39,0,2,0,18143
4,2,0,45,0,1,1,18143
4,1,4,21,0,1,1,42440
4,1,1,20,0,1,1,33952
7,2,0,71,0,2,0,8488
7,2,0,57,0,2,0,8488
3,2,0,45,0,2,0,24871
6,1,2,26,0,1,1,24871
6,1,3,44,0,2,0,16581
3,2,0,22,0,2,0,16581
6,2,0,55,3,1,1,20545
4,2,0,47,0,1,1,10272
7,2,0,59,0,1,3,20545
6,1,1,65,0,1,2,30817
7,1,3,61,0,2,0,28266
7,1,1,63,0,2,0,9422
7,1,4,67,0,1,1,18844
4,2,0,50,0,1,1,34954
2,0,0,25,0,0,0,43694
4,2,0,33,3,1,1,66342
7,2,0,51,0,2,0,24878
7,2,0,65,3,2,0,24878
7,1,3,21,0,1,1,24878
7,1,3,62,0,1,1,7666
7,1,12,31,0,1,2,45998
2,1,1,82,0,2,0,7666
7,2,0,52,3,2,0,29265
7,1,2,53,0,1,1,19509
3,2,0,62,3,2,0,29265
4,2,0,60,1,1,3,7465
7,2,0,28,0,2,0,7465
3,2,0,67,0,1,2,17969
7,1,2,76,0,2,0,17969
7,1,3,32,0,1,2,17969
7,2,0,46,0,2,0,26954
2,2,0,71,5,1,1,16521
3,2,0,38,5,2,0,8260
3,2,0,51,1,1,1,16521
4,2,0,28,0,1,2,33040
3,2,0,58,0,1,1,32809
7,1,3,25,0,1,1,16276
4,1,2,35,0,1,1,8138
7,1,1,33,0,1,1,16276
6,1,1,60,0,1,4,8138
3,2,0,40,3,2,0,19410
4,2,0,29,0,1,1,19410
6,1,5,47,0,2,0,19410
7,2,0,42,0,1,1,19410
3,2,0,77,0,2,0,8593
2,2,0,36,1,2,0,42965
4,1,1,19,0,1,1,25779
3,2,0,45,1,2,0,18066
3,2,0,26,1,1,1,18066
4,2,0,28,1,2,0,9033
3,1,15,30,0,1,2,18066
3,2,0,46,0,1,1,17153
3,2,0,54,1,2,0,8576
3,2,0,66,0,1,1,8576
3,2,0,54,0,1,1,34305
8,1,3,30,0,1,2,29732
7,1,12,56,0,2,0,9911
7,1,6,56,0,1,4,59462
6,2,0,43,2,1,1,20295
8,1,4,71,0,1,2,10147
9,2,0,63,0,1,2,10147
4,2,0,44,0,1,1,17432
3,2,0,47,3,1,1,17432
3,2,0,47,0,1,2,17432
4,1,5,19,0,1,3,26148
6,2,0,58,1,1,1,15751
2,0,0,44,0,0,0,7875
4,1,4,43,0,2,0,23626
3,1,1,47,0,1,2,15751
4,1,1,32,0,1,4,20545
8,1,5,45,0,1,1,20545
9,1,2,68,0,1,2,26085
5,1,1,71,0,3,0,8695
7,1,30,26,0,2,0,8695
7,1,3,46,0,1,6,17390
4,1,1,61,0,3,0,7497
7,1,1,34,0,1,1,7497
6,1,1,61,0,2,0,7497
7,2,0,28,1,2,0,7497
4,1,2,27,0,2,0,15512
4,1,2,39,0,2,0,15512
3,1,1,69,0,2,0,7755
4,2,0,46,0,2,0,15512
3,2,0,59,0,2,0,8304
6,1,1,57,0,1,1,8304
4,1,1,47,0,1,1,24913
4,2,0,47,3,1,1,24913
7,1,2,40,0,1,1,17644
8,1,10,49,0,1,5,17644
7,1,5,20,0,1,1,8822
4,2,0,74,1,2,0,17644
6,1,1,65,0,2,0,15714
7,1,2,22,0,2,0,39284
0,0,0,62,0,0,0,15714
7,1,2,41,0,1,1,23570
3,1,1,42,0,1,1,8545
7,1,3,83,0,1,1,17090
2,2,0,76,5,2,0,17090
7,1,1,54,0,3,0,17090
4,1,2,32,0,2,0,16200
2,1,1,58,0,2,0,24300
2,1,1,73,0,3,0,16200
7,1,1,25,0,1,1,16200
4,1,1,48,0,1,1,9652
7,1,1,37,0,1,1,19304
3,1,1,44,0,2,0,28956
4,2,0,46,0,2,0,23689
3,2,0,37,1,1,1,35533
4,2,0,24,3,2,0,23689
7,2,0,46,3,1,1,28934
2,2,0,73,3,1,1,8843
6,1,2,36,0,1,2,8843
6,2,0,71,3,2,0,17687
4,2,0,39,0,1,1,26530
7,1,2,77,0,1,1,16243
7,1,1,30,0,2,0,16243
7,2,0,39,1,2,0,24365
6,2,0,49,0,2,0,16243
4,2,0,55,0,2,0,17487
7,1,1,35,0,2,0,26230
3,2,0,44,0,2,0,17487
3,1,5,35,0,2,0,17487
7,1,1,21,0,1,1,60896
4,2,0,36,0,1,1,24359
4,2,0,41,3,1,1,36538
4,2,0,21,0,1,1,27967
0,2,0,64,3,2,0,9323
4,2,0,24,0,2,0,18644
7,1,2,20,0,2,0,27967
4,2,0,25,1,2,0,24835
3,2,0,34,1,2,0,24835
3,2,0,24,3,2,0,24835
4,2,0,44,0,1,1,14220
4,2,0,38,0,3,0,14220
4,1,2,47,0,1,2,21330
7,2,0,55,3,1,2,7110
7,2,0,60,3,1,3,20634
3,2,0,53,0,2,0,20634
7,2,0,21,0,1,3,30951
4,2,0,40,0,2,0,34602
2,1,1,55,0,1,1,17301
2,0,0,87,0,0,0,8650
2,2,0,68,1,2,0,17301
7,2,0,41,3,2,0,16984
6,2,0,51,1,2,0,16984
7,1,8,40,0,1,1,8492
4,2,0,60,0,1,1,16984
7,2,0,62,0,3,0,8663
2,2,0,47,3,2,0,8663
7,2,0,34,0,1,3,8663
2,2,0,44,3,2,0,34652
3,1,3,33,0,1,2,19715
2,1,1,33,0,2,0,29572
7,1,10,33,0,2,0,29572
2,2,0,71,5,2,0,29572
4,1,6,19,0,1,1,49543
3,2,0,30,1,3,0,9909
7,2,0,31,1,3,0,12513
3,1,1,40,0,2,0,25026
4,2,0,62,1,2,0,12513
3,2,0,56,0,1,2,18770
3,2,0,38,3,1,1,19666
4,2,0,32,3,1,1,29500
3,2,0,23,0,1,1,19666
3,2,0,57,3,2,0,19666
5,1,3,67,0,1,4,20821
4,1,1,18,0,1,1,20821
4,1,2,19,0,1,1,41643
5,2,0,69,0,2,0,20821
7,2,0,30,0,1,1,34219
3,1,1,54,0,2,0,68437
7,1,1,45,0,2,0,22813
4,2,0,28,0,1,4,34219
3,2,0,44,1,2,0,32014
7,2,0,44,0,2,0,24011
7,2,0,55,0,1,1,40018
7,1,6,24,0,2,0,40018
4,2,0,20,0,1,3,37512
3,2,0,42,0,2,0,18756
3,2,0,28,3,2,0,18756
3,2,0,47,1,2,0,21372
2,2,0,51,1,2,0,42744
3,2,0,21,0,2,0,21372
6,1,3,55,0,1,1,12035
4,2,0,56,3,2,0,18053
7,1,3,51,0,1,1,18053
2,2,0,61,3,2,0,19031
3,2,0,44,0,2,0,28546
2,2,0,21,0,2,0,38062
6,2,0,68,3,3,0,6497
4,2,0,28,3,3,0,12994
7,2,0,29,0,3,0,32486
3,2,0,51,3,3,0,12994
4,1,1,37,0,2,0,22643
2,2,0,62,0,1,2,15096
4,2,0,60,0,2,0,22643
4,1,2,52,0,1,3,23971
7,1,3,37,0,1,4,7990
7,2,0,33,0,1,3,23971
4,1,1,60,0,1,2,6989
3,2,0,55,3,1,1,20968
2,1,3,63,0,1,3,6989
4,2,0,40,3,2,0,20968
7,1,2,51,0,1,3,44464
6,1,3,23,0,1,3,22232
2,2,0,57,3,3,0,7888
2,2,0,78,3,2,0,7888
2,2,0,50,0,2,0,7888
4,1,2,38,0,1,2,31548
4,1,1,48,0,1,1,25951
2,2,0,33,3,3,0,17301
3,2,0,59,0,1,2,17301
3,2,0,51,0,1,2,17301
7,2,0,80,0,1,4,8429
7,1,4,48,0,1,4,16859
7,1,3,44,0,1,4,16859
4,2,0,42,3,2,0,7777
0,0,0,75,0,0,0,15555
2,2,0,77,0,2,0,15555
4,2,0,25,0,3,0,31109
4,1,4,18,0,1,3,22191
3,2,0,35,0,1,2,22191
3,2,0,57,0,1,3,22191
7,1,2,41,0,1,3,22191
4,2,0,40,3,1,1,23729
4,1,12,61,0,1,4,23729
7,1,3,24,0,1,2,11864
7,1,4,22,0,1,2,42571
3,1,5,52,0,1,1,34056
3,2,0,45,0,1,1,25543
2,0,0,88,0,0,0,8514
3,2,0,28,0,1,2,23240
3,1,2,69,0,1,3,7747
7,1,2,42,0,1,2,23240
2,2,0,60,0,1,2,15493
2,1,4,27,0,1,3,6291
6,2,0,31,0,2,0,12582
0,2,0,81,1,2,0,25165
2,2,0,58,3,2,0,12582
3,2,0,23,0,1,1,59461
3,2,0,44,1,2,0,19821
7,1,4,35,0,2,0,19821
8,1,2,44,0,1,5,19821
6,1,2,31,0,1,2,9452
7,1,4,28,0,2,0,18903
3,1,1,24,0,1,1,18903
6,1,1,40,0,1,6,18903
8,1,2,61,0,1,2,17956
6,2,0,69,5,1,6,8978
7,1,1,33,0,2,0,26934
4,2,0,38,2,1,4,22870
6,1,2,66,0,2,0,7624
99,2,0,57,3,3,0,7624
2,2,0,63,0,2,0,31456
7,2,0,67,0,1,1,7864
4,2,0,35,0,2,0,23592
3,2,0,50,0,1,1,7864
3,1,3,72,0,3,0,6226
7,2,0,64,0,1,1,12453
6,2,0,71,0,1,4,6226
2,2,0,69,1,2,0,15865
2,2,0,67,3,3,0,15865
7,1,1,58,0,2,0,15865
7,2,0,67,1,2,0,10002
4,2,0,65,0,3,0,30006
2,2,0,64,0,1,2,31653
7,1,2,42,0,1,1,15827
2,0,0,64,0,0,0,23740
3,2,0,68,2,2,0,15827
7,2,0,22,0,2,0,27611
0,0,0,65,0,0,0,6902
3,2,0,70,0,3,0,20708
3,2,0,70,3,3,0,22882
6,2,0,29,0,2,0,22882
7,2,0,38,0,2,0,30509
3,2,0,53,1,1,2,37370
3,2,0,28,3,2,0,37370
4,1,10,19,0,2,0,37370
4,2,0,19,0,1,1,37370
8,1,10,67,0,2,0,8574
8,1,2,31,0,1,3,17147
7,1,3,40,0,1,2,25720
3,2,0,63,2,1,1,19991
7,2,0,64,0,1,3,19991
7,2,0,68,5,1,5,4998
7,1,1,78,0,1,2,4998
8,1,5,33,0,1,1,7890
3,2,0,46,3,2,0,15778
4,2,0,31,0,1,1,23668
3,1,3,47,0,1,1,31557
4,2,0,19,0,1,2,24915
3,1,1,48,0,2,0,16610
7,2,0,41,3,1,2,16610
2,2,0,74,5,1,1,8305
7,1,2,21,0,1,3,34833
4,1,1,33,0,1,1,17416
7,1,50,23,0,1,1,34833
6,1,2,44,0,1,1,20755
4,2,0,47,0,1,1,20755
3,1,3,25,0,1,2,10378
2,2,0,41,0,2,0,22659
2,2,0,63,3,1,1,22659
3,2,0,49,3,2,0,45319
3,2,0,53,0,2,0,22659
6,1,1,37,0,1,1,5775
2,1,3,76,0,2,0,5775
7,1,2,47,0,1,4,17326
2,2,0,63,0,2,0,16099
7,1,1,61,0,1,2,24149
2,1,2,59,0,2,0,16099
7,1,4,36,0,1,3,16099
7,1,1,21,0,1,3,38983
7,2,0,51,3,1,2,15593
